state,county,document_kind,artefact_kind,election_date,election_type,offices_covered,file_type,status,certification_date,county_fips,source_url,retrieval_date,sha256,pages,source_filename,repo_path,flags
TN,Benton,results,document,2006-11-29,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_f9309c9ad83546ba8376c8ab3d0baa69.pdf,2026-09-15,fe025e61a7f522c7aa28ef6e81c0adee83efa881b3442638871e0869f7fdbd8d,3,469c88_f9309c9ad83546ba8376c8ab3d0baa69.pdf,2006/2006-11-29/benton/469c88_f9309c9ad83546ba8376c8ab3d0baa69.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2007-06-12,municipal,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_8038640aa22a4d5bb128fca365081ebb.pdf,2026-09-15,367567044db103b61b7dedcc48a69faf6b1c3d48a6b2b2f9a26488aa37f24ee5,1,469c88_8038640aa22a4d5bb128fca365081ebb.pdf,2007/2007-06-12/benton/469c88_8038640aa22a4d5bb128fca365081ebb.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2008-02-26,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_4c79cf5aef2c40fbbfe9e6d19e4b35c0.pdf,2026-09-15,5508050c45d7d96dba56d6a6455853d195b131aa275ddac4aa57c34583ab5a5e,6,469c88_4c79cf5aef2c40fbbfe9e6d19e4b35c0.pdf,2008/2008-02-26/benton/469c88_4c79cf5aef2c40fbbfe9e6d19e4b35c0.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2008-08-27,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_45adbd647ae4415590a0a158e5cbdb75.pdf,2026-09-15,d93fb482eece0898215ead4e8979b205ace5dd3213c85a0488b78e60516f2a5c,9,469c88_45adbd647ae4415590a0a158e5cbdb75.pdf,2008/2008-08-27/benton/469c88_45adbd647ae4415590a0a158e5cbdb75.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2008-11-18,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_80e02ac7f4fd4d939e8753e5b211ddd4.pdf,2026-09-15,e4f47a53a526b3ccc6348f291db62368217151ae8dbfa821176bf4a072ec767e,1,469c88_80e02ac7f4fd4d939e8753e5b211ddd4.pdf,2008/2008-11-18/benton/469c88_80e02ac7f4fd4d939e8753e5b211ddd4.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2009-06-09,municipal,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_dd50ba193963489a8e8bcc454a27a490.pdf,2026-09-15,1a1597267b55ab8cd34284d146041ecd6b13bf4d0177f2a0f16d0b9c8716a4d5,2,469c88_dd50ba193963489a8e8bcc454a27a490.pdf,2009/2009-06-09/benton/469c88_dd50ba193963489a8e8bcc454a27a490.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2010-05-04,primary,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_a591ec0db3584a378dfd6d9253953246.pdf,2026-09-15,2f36f1eaae76e85a99a31a9c050b7f93a3ce4f789c71b1d691f48cc51ab7dba0,3,469c88_a591ec0db3584a378dfd6d9253953246.pdf,2010/2010-05-04/benton/469c88_a591ec0db3584a378dfd6d9253953246.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2010-08-12,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_388d7c1f102c43019e9668d89a36024e.pdf,2026-09-15,2e76b0e0206040342ff671c028cd8ba5d0d81bc647edf71d6d097c8e0406626b,7,469c88_388d7c1f102c43019e9668d89a36024e.pdf,2010/2010-08-12/benton/469c88_388d7c1f102c43019e9668d89a36024e.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2010-11-04,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_639f7a70368c4a42b3db5f9a66f71354.pdf,2026-09-15,1830044a331a29b37a29a95fc3337d3389d6a9f191038cd13be57c32b58271b0,2,469c88_639f7a70368c4a42b3db5f9a66f71354.pdf,2010/2010-11-04/benton/469c88_639f7a70368c4a42b3db5f9a66f71354.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2011-06-14,municipal,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_e67279f5484e48398e372c637a26537b.pdf,2026-09-15,21179f37f234308d6efc748892a8b7c051274c04011f8fb0bc82516473f1894c,1,469c88_e67279f5484e48398e372c637a26537b.pdf,2011/2011-06-14/benton/469c88_e67279f5484e48398e372c637a26537b.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2012-03-06,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_cbdb174af71b4ca3b0429c99eb0bac33.pdf,2026-09-15,e568e0d421bf9f1960647cc5b457dbf23d2e9292b07f0ebcdeb1055012878f08,4,469c88_cbdb174af71b4ca3b0429c99eb0bac33.pdf,2012/2012-03-06/benton/469c88_cbdb174af71b4ca3b0429c99eb0bac33.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2012-08-10,unknown,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_5c46d0009b0a465da87f9e171f46413c.pdf,2026-09-15,1f9f2ca0963964026c52a26ca7de799e6fe4f76df161bef3eb9901ea31056983,7,469c88_5c46d0009b0a465da87f9e171f46413c.pdf,2012/2012-08-10/benton/469c88_5c46d0009b0a465da87f9e171f46413c.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2012-11-15,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_7d0868d283b24de7a90541225d209581.pdf,2026-09-15,8e8edbfda170f0868fbd2a2de21bea4800e84369dd9ec6d784f05188bedf2242,10,469c88_7d0868d283b24de7a90541225d209581.pdf,2012/2012-11-15/benton/469c88_7d0868d283b24de7a90541225d209581.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2013-06-11,municipal,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_27531d812abd4f5f995cf4f9c4bde6c1.pdf,2026-09-15,0c51bed922d232b4d77a2c4de420f705be1957df05a8b5044e8032efc66b3d64,1,469c88_27531d812abd4f5f995cf4f9c4bde6c1.pdf,2013/2013-06-11/benton/469c88_27531d812abd4f5f995cf4f9c4bde6c1.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2014-01-14,unknown,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_278025c824e64f98ac529457dc0c4823.pdf,2026-09-15,18311ab343a9ea3b1848a03157437ee55529a5b298a195ad11d79717b1f8dea3,1,469c88_278025c824e64f98ac529457dc0c4823.pdf,2014/2014-01-14/benton/469c88_278025c824e64f98ac529457dc0c4823.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no election type readable from the document or its label; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2014-05-06,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_8f6687c3aabd46f9864ae963c13440ab.pdf,2026-09-15,388592006a5d0756acf6b59575f699f49e1f1845e05a96ce763056cfff52fbf2,2,469c88_8f6687c3aabd46f9864ae963c13440ab.pdf,2014/2014-05-06/benton/469c88_8f6687c3aabd46f9864ae963c13440ab.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2014-08-07,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_d93fa3e986f1464790bfd8d3cc0911e5.pdf,2026-09-15,badfd51f923f3a33b7d097a7f3464f0f407e6a5c4274a9355b13cf43fa5ab2f6,14,469c88_d93fa3e986f1464790bfd8d3cc0911e5.pdf,2014/2014-08-07/benton/469c88_d93fa3e986f1464790bfd8d3cc0911e5.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2014-11-04,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_23b2cde778ad426484382299aea5c307.pdf,2026-09-15,0e70e478ec43b83d2ed4125a47b0dd88cbfd5bf4734d0748b6ee85ad46ac3157,16,469c88_23b2cde778ad426484382299aea5c307.pdf,2014/2014-11-04/benton/469c88_23b2cde778ad426484382299aea5c307.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Benton,results,document,2016-03-01,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_b61052c8b056467b8440f424d526289f.pdf,2026-09-15,e92897a09ab53e0dbb229490e979c96acba7cb7be5af2c6498749eab7b63e21f,12,469c88_b61052c8b056467b8440f424d526289f.pdf,2016/2016-03-01/benton/469c88_b61052c8b056467b8440f424d526289f.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2016-08-04,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_60b101313ce744b6bd4ba35f96ef735d.pdf,2026-09-15,6bdfa94028a9d8846a9afa08ae80da48be34283e3a057a4226274941ba77e337,5,469c88_60b101313ce744b6bd4ba35f96ef735d.pdf,2016/2016-08-04/benton/469c88_60b101313ce744b6bd4ba35f96ef735d.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2016-11-08,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_c3af669d8615451b8215389670ef2b34.pdf,2026-09-15,80ee4c7af4df624d712f2e621b71b18a8e0b6c3b7bdaa8a04ed582781abce623,5,469c88_c3af669d8615451b8215389670ef2b34.pdf,2016/2016-11-08/benton/469c88_c3af669d8615451b8215389670ef2b34.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2018-05-01,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_d02dec13037a4b478de11d81d7736c67.pdf,2026-09-15,777860b84786c9f0399b2752d5db6d60feeb487d1d0e461d06af56c3b7c3f69d,2,469c88_d02dec13037a4b478de11d81d7736c67.pdf,2018/2018-05-01/benton/469c88_d02dec13037a4b478de11d81d7736c67.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2018-08-02,primary+general,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_aef43bd1d5e346f6aa2457d02d743b54.pdf,2026-09-15,a9073b8fd521d4a05cb3f267346ea73887759431a0e744f8833bb66a763034b5,11,469c88_aef43bd1d5e346f6aa2457d02d743b54.pdf,2018/2018-08-02/benton/469c88_aef43bd1d5e346f6aa2457d02d743b54.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Rutherford,results,document,2018-08-02,primary+general,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/080218-html/Rutherford_ElecSumm_all.htm,2026-09-16,77f296e85459afa06f08de78e9a37dbb3345ed05b072f85f32431d6b98c85c3c,unknown,Rutherford_ElecSumm_all.htm,2018/2018-08-02/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Benton,results,document,2018-11-06,general,unknown,pdf,election_night,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_e8c0eef20ed147978e8ea4dcba91f696.pdf,2026-09-15,f72a370cd870efbeedc2827b630f3f94b24e7fa08b058e60577c92afe1bc1bda,4,469c88_e8c0eef20ed147978e8ea4dcba91f696.pdf,2018/2018-11-06/benton/469c88_e8c0eef20ed147978e8ea4dcba91f696.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; offices not enumerated; requires a full parse of the document"
TN,Putnam,results,document,2018-11-06,general,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2018-11/Putnam_ElecSumm_All.htm,2026-09-16,da468356988ecb0697ee39c3da17c9a9a95f56c992dc3a1e739280536937d39c,unknown,Putnam_ElecSumm_All.htm,2018/2018-11-06/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Rutherford,results,document,2018-11-06,general,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/110618-html/Rutherford_ElecSumm_all.htm,2026-09-16,de4c009f6422abca967351514115516f6b0914358e904251b697ab25c465444d,unknown,Rutherford_ElecSumm_all.htm,2018/2018-11-06/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Benton,results,document,2020-03-03,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_b3854e42a8cf42deb899e2937ab713c8.pdf,2026-09-15,e24abb4f65264b6a0583dcee1612319455ab033912b531f8bf3be3c979bffc57,6,469c88_b3854e42a8cf42deb899e2937ab713c8.pdf,2020/2020-03-03/benton/469c88_b3854e42a8cf42deb899e2937ab713c8.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2020-08-06,primary,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_5f1426dc230f494692e185d50bcb0d79.pdf,2026-09-15,ff98933d361c20d5a0d8158b1fe33c393080b05ee606690a2b8736f3b1429824,7,469c88_5f1426dc230f494692e185d50bcb0d79.pdf,2020/2020-08-06/benton/469c88_5f1426dc230f494692e185d50bcb0d79.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Benton,results,document,2020-11-03,general,unknown,pdf,unknown,unknown,47005,https://www.bentoncotnelections.com/_files/ugd/469c88_480c5e325e544409b43c7f4a55a854b2.pdf,2026-09-15,8dfc4e82b9c3dcdfb8560adf860990809a4d259442fc244e5ebd5542810ff82d,4,469c88_480c5e325e544409b43c7f4a55a854b2.pdf,2020/2020-11-03/benton/469c88_480c5e325e544409b43c7f4a55a854b2.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document"
TN,Rutherford,results,document,2022-05-03,primary,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/050322-html/Rutherford_ElecSumm_all.htm,2026-09-16,d2cf44dffe4c7245abc1f1b885c25fddb7daeda022e3208cf3818fc136e4aacb,unknown,Rutherford_ElecSumm_all.htm,2022/2022-05-03/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Putnam,results,document,2022-08-04,primary+general,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2022-08/Putnam_ElecSumm_All.htm,2026-09-16,c52260736e9a66cc5d89016b95aabe01332dd925681dd0d6badd868215d38a59,unknown,Putnam_ElecSumm_All.htm,2022/2022-08-04/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Rutherford,results,document,2022-08-04,primary+general,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/080422-html/Rutherford_ElecSumm_all.htm,2026-09-16,df6aee8a6efe22712b4349ce2f7da8fdfcee3c0330a8065e5c533bdb1efb8278,unknown,Rutherford_ElecSumm_all.htm,2022/2022-08-04/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Putnam,results,document,2022-11-08,general,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2022-11/Putnam_ElecSumm_All.htm,2026-09-16,58e73809b06cb6e119171195afeaf458a39712f1a2113c0c8e2dca57e184978c,unknown,Putnam_ElecSumm_All.htm,2022/2022-11-08/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Rutherford,results,document,2022-11-08,general,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/110822-html/Rutherford_ElecSumm_all.htm,2026-09-16,78b242e36f821e60e9d2b206b57822a4b3239afcffe03b9fcb988e9204733fe4,unknown,Rutherford_ElecSumm_all.htm,2022/2022-11-08/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Putnam,results,document,2024-03-05,primary,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2024-03/Putnam_ElecSumm_All.htm,2026-09-16,aec2649ff1182b2e13b3bd7cb18becb5f709494c27e05c60bb71fbc33a405d8e,unknown,Putnam_ElecSumm_All.htm,2024/2024-03-05/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Rutherford,results,document,2024-03-05,primary,unknown,htm,unknown,unknown,47149,https://secured.rutherfordcountytn.gov/election/030524-html/Rutherford_ElecSumm_all.htm,2026-09-16,be0283f553aa2fb8e9af6748428bdaeb29e518ed2154ccbf287cf427e6607d9c,unknown,Rutherford_ElecSumm_all.htm,2024/2024-03-05/rutherford/Rutherford_ElecSumm_all.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Putnam,results,document,2024-08-01,primary+general,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2024-08/Putnam_ElecSumm_All.htm,2026-09-16,0b18def7d7e8225d5f20ba6533928fea724bf2fabe00f94ce45d6cf01e64312d,unknown,Putnam_ElecSumm_All.htm,2024/2024-08-01/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Putnam,results,document,2024-11-05,general,unknown,htm,unknown,unknown,47141,https://putnamcountytn.gov/electionresults/2024-11/Putnam_ElecSumm_All.htm,2026-09-16,d8cef3f30560597034fa61b71082fe063988d6e42fb048a4985769e6973437b1,unknown,Putnam_ElecSumm_All.htm,2024/2024-11-05/putnam/Putnam_ElecSumm_All.htm,no status wording readable in the document; offices not enumerated; requires a full parse of the document
TN,Bedford,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260513081125.pdf?t=202605130922140,2026-09-15,d728c6249d9cc96b5ea32f230825033dc1615c26383489e05cbc22768f643172,13,20260513081125.pdf,2026/2026-05-05/bedford/20260513081125.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Bedford,results,document,2026-05-05,primary,unknown,pdf,certified_claimed,unknown,47003,https://cms5.revize.com/revize/bedfordtn/20260513081150.pdf?t=202605130923290,2026-09-15,9c872f9e8a9b6a457de30cef3459ef416efeb611ff46f991aec56806c80a84de,14,20260513081150.pdf,2026/2026-05-05/bedford/20260513081150.pdf,"election date taken from a bare date on the page, not from an 'Election Date' label; the page states none; status is the DOCUMENT's own claim, read from its first page; no certification document is held; offices not enumerated; requires a full parse of the document; scanned, no text layer"
TN,Cheatham,results,document,2026-05-05,primary,unknown,pdf,unknown,unknown,47021,https://www.cheathamcountytn.gov/uploads/20260505_213238.pdf,2026-09-15,78c68328f920fd0f9ed42360fb12d269f8733856271e1aa9f04ce33febe669e8,7,20260505_213238.pdf,2026/2026-05-05/cheatham/20260505_213238.pdf,"date/type read from the archive LABEL, not from the document, which yields no text by any means; no status wording readable in the document; offices not enumerated; requires a full parse of the document; scanned, no text layer"
